season,player_id,old_player_id,team_abv,team,player_number,player_first_name,player_last_name,player_short_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,birth_place,birth_nation,primary_nation,secondary_nation,birthdate,previous_team,is_previous_contract,all_star,updated,awards,player_headshot_url
2025,0143db45-73da-4bfa-92b6-108f61115d58,,RHF,,8,Justin,Schlesinger,J. Schlesinger,WR,1.8,70.87,75.0,165.35,Langenfeld,GERMAN,GERMAN,AUSTRIAN,1999-04-22,Rhein Fire,True,,8.02.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F0143db45-73da-4bfa-92b6-108f61115d58?alt=media&token=7e51983d-63ed-408e-9786-6315f1abb2e7
2025,05753740-1b10-11f0-8bc7-73d19da86c9b,,RHF,,45,Bennet,Dümmer,B. Dümmer,OLB/DE,1.93,75.98,109.0,240.3,Gronau,,GERMAN,,2004-07-15,Düsseldorf Panther,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F05753740-1b10-11f0-8bc7-73d19da86c9b?alt=media&token=85d7f3e2-468c-4c7f-9f51-7c4a658e4c86
2025,14b107bf-4e2f-4a4f-ab9d-f1a3462a6fdd,,RHF,,7,Till,Janssen,T. Janssen,CB/FS,1.9,74.8,87.0,191.8,Düsseldorf,GERMAN,GERMAN,,1994-04-18,Rhein Fire,True,,8.02.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F14b107bf-4e2f-4a4f-ab9d-f1a3462a6fdd?alt=media&token=99aa389b-9892-4c46-958f-c11bda366225
2025,1d85046c-e9e6-4b60-bf90-d66f40e967bf,,RHF,,27,Max,Richter,M. Richter,SS/CB,1.85,72.83,90.0,198.42,Wuppertal,GERMAN,GERMAN,AUSTRIAN,1999-10-07,Rhein Fire,True,,8.02.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F1d85046c-e9e6-4b60-bf90-d66f40e967bf?alt=media&token=842e2a6b-2b19-4e75-ae45-987f3ffc0eaf
2025,20cde205-5d5b-4ffa-96ea-3cc00a525e73,,RHF,,5,Jordan,Bouah,J. Bouah,WR/RB,1.81,71.26,89.0,196.21,Rome,ITALIAN,ITALIAN,,1995-05-17,Vienna Viking,True,2nd Team Allstar 2022,8.02.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F20cde205-5d5b-4ffa-96ea-3cc00a525e73?alt=media&token=6c9dd31c-48c1-40e9-b7f0-f719957cda7d
2025,23cc2550-1b15-11f0-adb8-55d92c1848bd,,RHF,,87,Johannes,Jäkel,J. Jäkel,TE,2.01,79.13,127.0,279.99,Münster,,GERMAN,,1997-12-18,Paderborn Dolphins,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2Fdc4ac970-1b14-11f0-adb8-55d92c1848bd?alt=media&token=3c585314-bf0f-43d8-a0ff-57b6dcb0f1f4
2025,25e5bf10-c296-11ed-8e7f-a127d56faf61,,RHF,,26,Lino,Schröter,L. Schroeter,OLB/ILB,1.85,72.83,108.0,238.1,Troisdorf,GERMAN,GERMAN,,1999-08-25,Rhein Fire,True,,8.02.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F25e5bf10-c296-11ed-8e7f-a127d56faf61?alt=media&token=62b350b7-05e1-4e79-a3d4-f57151d633d3
2025,29f87bff-4f71-4ea2-8bad-615e3697e18f,,RHF,,3,Lennart,Weitz,L. Weitz,ILB/LS,1.84,72.44,97.0,213.85,Köln,,GERMAN,,2000-06-08,Rhein Fire,True,,8.02.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F29f87bff-4f71-4ea2-8bad-615e3697e18f?alt=media&token=532b2de8-7ff6-4ecf-9733-ff610c31a365
2025,2a7cbf60-d4e2-11ee-96e2-97cc0ae199ed,,RHF,,88,Onuora,Joseman,O. Joseman,WR,1.89,74.41,85.0,187.39,London,,BRITISH,,2001-10-27,Rhein Fire,True,,8.02.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F2a7cbf60-d4e2-11ee-96e2-97cc0ae199ed?alt=media&token=6c661da3-08ee-474e-bddb-f4fbccaee20f
2025,2c13c5e0-1b12-11f0-b955-d73a3a699958,,RHF,,79,Stefan,Herkenrath,S. Herkenrath,OT/OG,1.93,75.98,128.0,282.19,Cologne,,GERMAN,,2001-02-19,Troisdorf Jets,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F2c13c5e0-1b12-11f0-b955-d73a3a699958?alt=media&token=09372ce7-00ad-45c8-a7fa-15da51358502
2025,35ecde1e-7879-424c-8eee-455d576e97bd,,RHF,,55,Luis,Fiedler,L. Fiedler,LB,1.8,70.87,105.0,231.49,Castrop-Rauxel,GERMAN,GERMAN,,2002-09-21,Cologne Centurions,True,,8.02.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F35ecde1e-7879-424c-8eee-455d576e97bd?alt=media&token=5dfefb1d-45c5-44c3-aa8b-5ef691a9987d
2025,367897c0-275d-11f0-80e4-050de34b547a,,RHF,,11,Jonathan ,Scott,J. Scott,HB,1.81,71.26,97.0,213.85,Panama,,PANAMANIAN,,1997-07-30,Frailes Senema,True,,,,
2025,3c066c70-2c6f-11ee-bf6b-459ea2acc9e3,,RHF,,69,Paul,Kolter,P. Kolter,C/OG,1.87,73.62,114.0,251.33,Köln,GERMAN,GERMAN,,2003-12-10,Cologne Centurions,True,,17.04.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F3c066c70-2c6f-11ee-bf6b-459ea2acc9e3?alt=media&token=7550294f-3eac-4e82-8b1c-50504ff385dd
2025,43edc2a0-d1c2-11ee-92a2-137032281a95,,RHF,,57,Mustafa,Hausmann,M. Hausmann,DT,2.0,78.74,160.0,352.74,Cologne,,GERMAN,,2003-05-20,Rhein Fire,True,,8.02.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2Ff55621a0-d1c1-11ee-92a2-137032281a95?alt=media&token=bb010f13-f213-49cd-a8fb-c2c4341453ab
2025,487a0bb0-1b10-11f0-a079-97c31bcb76e9,,RHF,,53,Enrico,Ligotti,E. Ligotti,ILB/MLB,1.85,72.83,100.0,220.46,Köln,,GERMAN,,2002-03-13,Black venom Vesseling,True,,17.04.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F487a0bb0-1b10-11f0-a079-97c31bcb76e9?alt=media&token=e53562c8-e833-442e-90ef-0f8688d72d8d
2025,4ebf73a0-1b0d-11f0-b955-d17c4beb9258,,RHF,,21,Elias,Jassey,E. Jassey,CB/FS,0.81,31.89,190.0,418.88,Düsseldorf,,GERMAN,,2003-03-07,Krefeld Ravens,True,,16.04.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F4ebf73a0-1b0d-11f0-b955-d17c4beb9258?alt=media&token=763a5f94-5a3f-4b84-ae9f-db1f501765b1
2025,55edaee0-d4ea-11ee-bd22-397d734d0688,,RHF,,99,Hugo,Klages,H. Klages,DT/DE,1.89,74.41,129.0,284.4,Jalon,,GERMAN,,1998-12-14,Rhein Fire,True,1st Team Allstar 2024,8.02.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F55edaee0-d4ea-11ee-bd22-397d734d0688?alt=media&token=ab164868-10f0-4ca1-82e4-472fc4ae84f0
2025,5b368270-de12-11ed-9bc2-4b67b6d50160,,RHF,,62,Kaan,Timpel,K. Timpel,OG/OT,1.94,76.38,138.0,304.24,Germany,,GERMAN,,2001-06-27,Frankfurt Galaxy,True,,8.02.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F5b368270-de12-11ed-9bc2-4b67b6d50160?alt=media&token=935c0c60-8da0-4696-b861-f77a17052780
2025,5bd58f60-1b0e-11f0-872f-1385460e6bc0,,RHF,,24,Dereck,Onyia,D. Onyia,CB/FS,1.91,75.2,89.0,196.21,Düsseldorf,,GERMAN,,2003-12-17,Krefeld Ravens,True,,17.04.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F5bd58f60-1b0e-11f0-872f-1385460e6bc0?alt=media&token=634e3f9c-6816-4443-9544-fb7a36591af9
2025,5e8e71f0-de10-11ed-9bc2-4b67b6d50160,,RHF,,23,Vincent,Bujalla,V. Bujalla,CB/SS,1.92,75.59,100.0,220.46,Germany,,GERMAN,,2002-10-16,Rhein Fire,True,,8.02.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F5e8e71f0-de10-11ed-9bc2-4b67b6d50160?alt=media&token=b344194c-8806-489b-9f53-488eda968020
2025,63bf940c-296b-4136-bb6b-b6610041e837,,RHF,,14,Maximilian,Eisenhut,O. Eisenhut,P,1.87,73.62,95.0,209.44,Bonn,GERMAN,GERMAN,,1995-04-29,Rhein Fire,True,2nd Team Allstar 2022,8.02.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F63bf940c-296b-4136-bb6b-b6610041e837?alt=media&token=449aad09-9d19-4a47-a899-bf037c486420
2025,653ca998-7a42-4803-ac11-15235a4faf1d,,RHF,,0,Tony,Anderson,T. Anderson,CB/FS,1.95,76.77,95.0,209.44,Saint Cyr L’école,FRENCH,FRENCH,GERMAN,1994-04-20,Rhein Fire,True,,8.02.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F653ca998-7a42-4803-ac11-15235a4faf1d?alt=media&token=4029e986-5ab4-4230-a2df-f99ea3d5751a
