season,player_id,old_player_id,team_abv,team,player_number,player_first_name,player_last_name,player_short_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,birth_place,birth_nation,primary_nation,secondary_nation,birthdate,previous_team,is_previous_contract,all_star,updated,awards,player_headshot_url
2023,005421a0-c35a-11ed-b62c-d5e3bffc805f,,RHF,,22,Terrell,Morrison,T. Morrison,CB/FS,1.78,70.08,84,185.19,New York,AMERICAN,AMERICAN,,1998-02-02,Saskatchewan Roughriders,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F005421a0-c35a-11ed-b62c-d5e3bffc805f?alt=media&token=2241da4c-7c7f-465a-857e-2f2221cee6e2
2023,007ddc40-1fc9-11ee-ad37-7b514c5fbaf0,,RHF,,85,Tim,Sauerland,T. Sauerland,TE,1.9,74.8,103,227.08,Münster,,GERMAN,,2002-08-21,College of Canyons,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F007ddc40-1fc9-11ee-ad37-7b514c5fbaf0?alt=media&token=b3edaa74-438c-435f-9078-7569c5d61c33
2023,0143db45-73da-4bfa-92b6-108f61115d58,,RHF,,8,Justin,Schlesinger,J. Schlesinger,WR,1.8,70.87,75,165.35,Langenfeld,GERMAN,GERMAN,AUSTRIAN,1999-04-22,Cologne Centurions,True,,26.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F0143db45-73da-4bfa-92b6-108f61115d58?alt=media&token=1338c28f-3cdd-4754-b8e9-27d1779affbb
2023,14b107bf-4e2f-4a4f-ab9d-f1a3462a6fdd,,RHF,,7,Till,Janssen,T. Janssen,CB,1.9,74.8,87,191.8,Düsseldorf,GERMAN,GERMAN,,1994-04-18,Rhein Fire,True,,26.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F14b107bf-4e2f-4a4f-ab9d-f1a3462a6fdd?alt=media&token=85fce48d-2d3a-4c38-89a7-397e25a890c9
2023,1d85046c-e9e6-4b60-bf90-d66f40e967bf,,RHF,,27,Lucas Maximilian Leander,Richter,M. Richter,SS,1.85,72.83,90,198.42,Wuppertal,GERMAN,GERMAN,AUSTRIAN,1999-10-07,Cologne Centurions,True,,26.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F1d85046c-e9e6-4b60-bf90-d66f40e967bf?alt=media&token=29b98d15-17f5-4bb2-bddc-c7f8cbbcc8f0
2023,25e5bf10-c296-11ed-8e7f-a127d56faf61,,RHF,,26,Lino,Schroeter,L. Schroeter,OLB,1.85,72.83,108,238.1,Troisdorf,GERMAN,GERMAN,,1999-08-25,Cologne Cocodiles,True,,26.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F25e5bf10-c296-11ed-8e7f-a127d56faf61?alt=media&token=732e2983-d3ee-40d8-8256-008f1d3459e2
2023,2b079916-6019-4d61-8cc9-57e7967d00f7,,RHF,,93,Julian,Voelker,J. Voelker,DE,1.99,78.35,115,253.53,Bergisch Gladbach,GERMAN,GERMAN,AUSTRIAN,1993-03-30,Cologne Centurions,True,,26.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F2b079916-6019-4d61-8cc9-57e7967d00f7?alt=media&token=0a006c13-500c-4ec8-8507-3142158e4369
2023,35e9abd7-47c0-4b4e-9936-dd22406358e8,,RHF,,74,Jan-Hendrik,Koch,J. Koch,OG,1.98,77.95,162,357.15,Willich,GERMAN,GERMAN,AUSTRIAN,1994-04-20,Cologne Centurions,True,,26.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F35e9abd7-47c0-4b4e-9936-dd22406358e8?alt=media&token=370bad76-7bd7-4d9e-906b-1fb5436520d1
2023,35ecde1e-7879-424c-8eee-455d576e97bd,,RHF,,55,Luis,Fiedler,L. Fiedler,OLB,1.8,70.87,105,231.49,Castrop-Rauxel,GERMAN,GERMAN,,2002-09-21,Rhein Fire,True,,26.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F35ecde1e-7879-424c-8eee-455d576e97bd?alt=media&token=a5b60a2b-c085-4353-a37f-af88f8c32bb6
2023,3e3d2010-1f1d-11ee-80c5-a7bdaf0941ca,,RHF,,84,William,Patterson,W. Patterson,WR,1.8,70.87,81,178.57,Tacoma,,AMERICAN,,1998-11-16,Montana State,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F3e3d2010-1f1d-11ee-80c5-a7bdaf0941ca?alt=media&token=4c788726-8b64-43ad-af22-706f4815e783
