season,player_id,old_player_id,team_abv,team,player_number,player_first_name,player_last_name,player_short_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,birth_place,birth_nation,primary_nation,secondary_nation,birthdate,previous_team,is_previous_contract,all_star,updated,awards,player_headshot_url
2024,081a75e0-b9e3-11ed-a521-7b6509a6704b,,ENT,,98,Péter,Trembulyák,P. Trembulyák,DT,1.83,72.05,116,255.74,Budapest,,HUNGARIAN,,1985-09-09,Fehérvár Enthroners,True,,2.06.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F081a75e0-b9e3-11ed-a521-7b6509a6704b?alt=media&token=9f76598c-9586-4655-9c46-1a09e3109ffb
2024,095a7290-44fa-11ef-a762-f33267646bab,,ENT,,,Zsolt,Márton,Z. Márton,WR,,,,,Budapest,,HUNGARIAN,,2000-02-27,Budapest Cowbells,True,,,,
2024,0cf00620-44de-11ef-a300-b907d6405260,,ENT,,,András,Balogh,A. Balogh,WR,,,,,Budapest,,HUNGARIAN,,2005-05-10,Budapest Wolves,True,,,,
2024,128e9760-b9b4-11ed-a9a5-9125d35b4f4c,,ENT,,5,Benedek,Horváth,B. Horváth,CB,1.92,75.59,83,182.98,Győr,,HUNGARIAN,,2000-02-06,Fehérvár Enthroners,True,,25.05.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F128e9760-b9b4-11ed-a9a5-9125d35b4f4c?alt=media&token=9203f7f5-ea16-4f1f-9b3c-500b00726734
2024,13517e40-df7c-11ed-8bff-e1ca874905c5,,ENT,,72,Máté,Károly,M. Károly,OG,1.89,74.41,162,357.15,Miskolc,,HUNGARIAN,,1996-05-19,Miskolc Steelers,True,,25.05.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F13517e40-df7c-11ed-8bff-e1ca874905c5?alt=media&token=bbd9d933-3e3f-43d4-8078-8912c9c917fc
2024,14536aa0-ec1a-11ee-afe5-07f8398c9147,,ENT,,63,Botond,Krizsai,B. Krizsai,OG,,,,,Zalaegerszeg,,HUNGARIAN,,1991-11-07,Berlin Adler,True,,27.03.2024,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F14536aa0-ec1a-11ee-afe5-07f8398c9147?alt=media&token=274d734b-4075-43ec-b06d-4ff102be57f5
2024,148a8860-b849-11ed-b739-3ff61302a595,,ENT,,27,Patrik Márk,Bakonyvári,P. Bakonyvári,LB,1.87,73.62,94,207.23,Székesfehérvár,,HUNGARIAN,,1995-05-09,Fehérvár Enthroners,True,,7.05.2024,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F148a8860-b849-11ed-b739-3ff61302a595?alt=media&token=3efa6fee-34d1-45ba-b7e3-9a75bfc25408
2024,19f65030-442b-11ef-b679-87589003c3a3,,ENT,,,Zoltán Julius,Maros-Marozsán ,Z. Maros-Marozsán,DT,,,,,Budapest,,HUNGARIAN,,2003-01-30,Budapest Cowbells,True,,,,
2024,1a20dbc0-b9df-11ed-9f37-b32d6199114d,,ENT,,54,Dániel,Pantali,D. Pantali,DE,1.83,72.05,101,222.67,Körmend,,HUNGARIAN,,1998-03-17,Crushers,True,,25.05.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F1a20dbc0-b9df-11ed-9f37-b32d6199114d?alt=media&token=d222dfb4-01cd-4649-a44b-1ab88e5a97a2
2024,1f336140-3dc4-11ef-81d1-dda306989ecd,,ENT,,,Domonkos,Kopiári,D. Kopiári,OT,,,,,Budapest,,HUNGARIAN,,2005-04-05,Fehérvár Enthroners,False,,,,
2024,235f4c70-c9ac-11ee-8767-8d74fde49aba,,ENT,,23,Henry,Osei-Owusu,H. Osei-Owusu,RB,,,,,Accra,,GHANAIAN,,1995-07-23,Bucharest Rebels,True,,11.03.2024,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F235f4c70-c9ac-11ee-8767-8d74fde49aba?alt=media&token=93098672-8fe1-4530-8f5b-be912e486ec0
2024,2d17ed90-b9b7-11ed-98ce-f7ce66245854,,ENT,,50,Jebrai Ogbonna,Regan,J. Regan,DE,0.92,36.22,186,410.06,"Bronx, USA",AMERICAN,AMERICAN,HUNGARIAN,1994-02-22,Fehérvár Enthroners,True,,26.05.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F2d17ed90-b9b7-11ed-98ce-f7ce66245854?alt=media&token=404bb2a8-c113-492a-b508-7bb6ef25f42d
2024,314e8040-3dc3-11ef-af1a-65219edd771e,,ENT,,,Richárd,Hosszú,R. Hosszu,OT,,,,,Székesfehérvár,,HUNGARIAN,,2004-04-25,Fehérvár Enthroners,False,,,,
