season,player_id,old_player_id,team_abv,team,player_number,player_first_name,player_last_name,player_short_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,birth_place,birth_nation,primary_nation,secondary_nation,birthdate,previous_team,is_previous_contract,all_star,updated,awards,player_headshot_url
2023,00151350-9909-11ed-b77f-6ddc78a88a3d,,MIL,,75,Xhelian,Molla,X. Molla,DT,1.95,76.77,135,297.62,Novara,,ITALIEN,,1995-07-25,,,,,,
2023,0657bd30-9837-11ed-8ae0-d991dbdd4526,,MIL,,15,Andrea,Serra,A. Serra,WR/QB,1.85,72.83,85,187.39,Torino,,ITALIEN,,2002-06-09,,,,,,
2023,08f2b690-983b-11ed-8ae0-d991dbdd4526,,MIL,,33,Diego,Rinaldi,D. Rinaldi,MLB/OLB,1.83,72.05,95,209.44,Novafeltria (Rn),,ITALIEN,,1997-02-11,,,,,,
2023,09001930-0c5c-11ee-9df9-e952bf1615fd,,MIL,,28,Andrea,Fantin,A. Fantin,CB,1.96,77.17,86,189.6,ROMA,,ITALIAN,,2002-05-27,DUCKS,True,,21.06.2023,,
2023,0a1bfed0-9900-11ed-a734-bfab7d3902ba,,MIL,,57,Harry,Sayer,H. Sayer,OG/OT,1.9,74.8,125,275.58,Reading ,,BRITISH,,2000-05-19,,,,,,
2023,1b275700-05d5-11ee-a461-4ffa2299a8ba,,MIL,,47,Filippo,Tamburrino,F. Tamburrino,DE,1.88,74.02,97,213.85,PESCARA,,ITALIAN,,2000-06-18,FROGS LEGNANO,True,,,,
2023,217f6bb0-9839-11ed-8ae0-d991dbdd4526,,MIL,,32,Cristiano,Mancini,C. Mancini,RB,1.7,66.93,72,158.73,Vizzolo Predabissi (Mi),,ITALIEN,,1999-07-28,,,,,,
2023,26a07910-2acc-11ee-a9aa-ab4d79b96b33,,MIL,,,Marcello,Moronesi,M. Moronesi,OG,2.03,79.92,111,244.71,verona,,ITALIAN,,1985-08-30,SCORPIONS,True,,,,
2023,277126a0-983c-11ed-b925-f96d52f4dee3,,MIL,,53,Francesco,Virlinzi,F. Virlinzi,OG/C,1.85,72.83,119,262.35,Catania,,ITALIEN,,1999-08-01,,,,,,
2023,2c3d45e0-9906-11ed-a734-bfab7d3902ba,,MIL,,78,Domenico,Carroli,D. Carroli,OT/OG,1.95,76.77,125,275.58,Bologna,,ITALIEN,,1990-08-08,,,,,,
2023,2c44590e-9826-4753-9df8-54a42879c3fe,,MIL,,63,Lewis,Thomas,L. Thomas,C/OG,1.88,74.02,130,286.6,,BRITISH,BRITISH,FRENCH,1998-05-04,,,1st Team Allstar 2022,,,
2023,2ee78d90-fbdb-11ed-9d89-dd1259140e79,,MIL,,29,Federico,Maffi,F. Maffi,FS/SS,1.8,70.87,80,176.37,MILANO,,ITALIAN,,1999-02-03,SEAMEN MILANO,True,,6.06.2023,,
2023,31c22020-9907-11ed-b77f-6ddc78a88a3d,,MIL,,1,Saad,Ali,S. Ali,CB/FS,1.72,67.72,69,152.12,Pakistan,,ITALIEN,,2001-11-19,,,,,,
2023,37165c30-9902-11ed-a734-bfab7d3902ba,,MIL,,88,Leonardo,Franchi,L. Franchi,TE/QB,1.86,73.23,106,233.69,Milan,,ITALIEN,,2001-01-13,SEAMEN MILANO,True,,6.06.2023,,
2023,438054d0-9713-11ed-98f2-4320c2f6ada4,,MIL,,10,Andrea,Fiammenghi,A. Fiammenghi,WR,1.78,70.08,85,187.39,Milano,,ITALIEN,,1998-10-21,,,,,,
2023,44a14080-9908-11ed-b77f-6ddc78a88a3d,,MIL,,17,Tamsir,Seck,T. Seck,WR,1.75,68.9,81,178.57,Moncalieri,,ITALIEN,,1996-04-11,,,,,,
2023,4d7b2ecf-2859-4f5b-a4a5-364a622666b6,,MIL,,40,Giorgio,Tavecchio,G. Tavecchio,K,1.78,70.08,85,187.39,MILANO,ITALIAN,ITALIAN,,1990-07-16,BARCELLONA,True,,6.06.2023,,
2023,4d9b28e0-983b-11ed-b925-f96d52f4dee3,,MIL,,45,Edoardo,Gallo,E. Gallo,MLB/OLB,1.78,70.08,90,198.42,Cremona,,ITALIEN,,1999-08-13,,,,,,
2023,536b27d0-983a-11ed-8ae0-d991dbdd4526,,MIL,,8,Dejvion Jalen,Steward,D. Steward,SS/CB,1.82,71.65,85,187.39,Michigan,,AMERICAN,,1993-04-08,noone,False,,28.04.2023,,
2023,568b7cd0-2ac5-11ee-a9a3-77f1e9e492ef,,MIL,,,Matteo,Mozzanica,M. Mozzanica,OT,1.85,72.83,75,165.35,VARESE,,ITALIAN,,2000-09-24,SCORPIONS,True,,25.07.2023,,
2023,6ab4e680-9905-11ed-a734-bfab7d3902ba,,MIL,,97,Marco,Taddia,M. Taddia,DT/DE,1.9,74.8,120,264.55,Portomaggiore (Fe),,ITALIEN,,1996-05-21,,,,,,
2023,6b5bc730-983c-11ed-b925-f96d52f4dee3,,MIL,,92,Francesco,Rivelli,F. Rivelli,DT/DE,1.85,72.83,116,255.74,Rovigo,,ITALIEN,,1999-08-07,,,,,,
2023,72b11110-9900-11ed-a734-bfab7d3902ba,,MIL,,69,Igor ,Timotijevic,I. Timotijevich,DT/DE,1.22,48.03,186,410.06,Sesto San Giovanni,ITALIEN,ITALIEN,SERBIAN,1996-05-18,Seamen Milano,True,,3.06.2023,,
2023,76008600-9907-11ed-b77f-6ddc78a88a3d,,MIL,,93,Samuele,Cavallini,S. Cavallini,DE/OLB,1.87,73.62,100,220.46,Milan,,ITALIEN,,1998-08-09,,,,,,
2023,78d7f380-9908-11ed-b77f-6ddc78a88a3d,,MIL,,44,Tiberio,Calbucci,T. Calbucci,ILB/LB,1.85,72.83,105,231.49,Cesena,,ITALIEN,,2000-05-09,,,,,,
2023,794bba04-1c8b-4ca7-828c-63d068d51d34,,MIL,,4,Modeste,Pooda,M. Pooda,RB/WR,1.7,66.93,85,187.39,COSTA D'AVORIO,IVORIAN,IVORIAN,,1997-12-02,PANTHERS PARMA,True,,3.05.2023,,
2023,7b312cf0-303e-11ee-ab94-295ed5693a99,,MIL,,,Dario,Todisco,D. Todisco,C,1.77,69.69,,,MILANO,,ITALIAN,,1990-01-29,Rhinos Milano,True,,,,
2023,7cdfb0b0-a3eb-11ed-a3b9-3bbe7ee9be00,,MIL,,7,Luke,Zahradka,L. Zahradka,QB,1.97,77.56,106,233.69,"Manhasset, NY",AMERICAN,AMERICAN,ITALIAN,1991-07-04,,,,,,
2023,880759b0-9906-11ed-b77f-6ddc78a88a3d,,MIL,,12,Nicholas,Dalmasso,N. Dalmasso,QB/WR,1.74,68.5,82,180.78,Turin,,ITALIEN,,2001-01-05,,,,,,
2023,8ab6a6d0-9838-11ed-8ae0-d991dbdd4526,,MIL,,23,Christian,Sottura,C. Sottura,FS/SS,1.78,70.08,73,160.94,Brescia,,ITALIEN,,1996-04-03,,,,,,
2023,8de32740-983b-11ed-b925-f96d52f4dee3,,MIL,,70,Edoardo,Sandonati,E. Sandonati,OT/OG,1.9,74.8,120,264.55,Cernusco Sul Naviglio (Mi),,ITALIEN,,1999-08-06,,,,,,
2023,902dfa30-9902-11ed-a734-bfab7d3902ba,,MIL,,13,Lorenzo,Bassi,L. Bassi,WR,1.8,70.87,84,185.19,Bussolengo (Vr),,ITALIEN,,2002-03-08,,,,,,
2023,9454fcb0-9904-11ed-a734-bfab7d3902ba,,MIL,,22,Marquise,Manning,M. Manning,CB/FS,1.85,72.83,89,196.21,New Jersey,,AMERICAN,,1997-11-04,,,,,,
2023,95f1eb30-9901-11ed-a734-bfab7d3902ba,,MIL,,81,Juan,Flores-Calderon,J. Calderon,WR,1.84,72.44,81,178.57,Madrid,ITALIEN,SPANISH,,2004-01-31,,,,,,
2023,9c998e80-f49f-11ed-8449-6da62680f74c,,MIL,,89,Marian,Cebotaru,M. Cebotaru,WR,1.92,75.59,93,205.03,MOLDOVA,,MOLDOVAN,,2001-07-02,WARRIORS BOLOGNA,True,,6.06.2023,,
2023,9fe06880-98ff-11ed-a734-bfab7d3902ba,,MIL,,91,Giacom,Insom,G. Insom,DE,1.9,74.8,100,220.46,Rome,,ITALIEN,,1990-06-12,,,,,,
2023,a0a6de70-2478-11ee-b043-21366bedef56,,MIL,,31,Ryan,Lonzar,R. Lonzar,CB/FS,1.8,70.87,80,176.37,TRIESTE,,ITALIAN,,2000-10-13,GUELFI FIRENZE,True,,21.07.2023,,
