season,player_id,old_player_id,team_abv,team,player_number,player_first_name,player_last_name,player_short_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,birth_place,birth_nation,primary_nation,secondary_nation,birthdate,previous_team,is_previous_contract,all_star,updated,awards,player_headshot_url
2025,030e7cd0-ec1a-11ee-b548-ab68632a850a,,RAI,,21,Lukas,Kalkhofer,L. Kalkhofer,CB,1.83,72.05,80.0,176.37,Linz,,AUSTRIAN,,2002-10-13,Amstetten Thunder,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F030e7cd0-ec1a-11ee-b548-ab68632a850a?alt=media&token=6db5779f-cae2-4cf7-bf5c-648803b72d0c
2025,03d4d4cf-114b-4e50-bf7a-8e105be28a15,,RAI,,6,Adrian,Platzgummer,A. Platzgummer,WR/QB,1.81,71.26,92.0,202.83,Hall i. Tirol,AUSTRIAN,AUSTRIAN,,1995-05-10,Raiders Tirol,False,,21.05.2024,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F03d4d4cf-114b-4e50-bf7a-8e105be28a15?alt=media&token=adc5c24e-508f-49fa-ac8b-da1aaf8cd18c
2025,0402e120-0a7e-11f0-97b6-75c2533ec05b,,RAI,,9,Jacorey,Sullivan,Ja. Sullivan,WR,1.87,73.62,97.0,213.85,"Muskegon, MI",AMERICAN,AMERICAN,,1998-12-10,Arlington Renegades,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F0402e120-0a7e-11f0-97b6-75c2533ec05b?alt=media&token=72ffd630-91c7-40ee-8890-e1612833de62
2025,0b470b60-1a95-11f0-98c2-0f7564e50896,,RAI,,0,Miche,Vandekerkhof,M. Vandekerkhof,DT,1.94,76.38,122.0,268.96,Belgium,BELGIAN,BELGIAN,,1999-05-20,New Yorker Lions,True,,23.05.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F0b470b60-1a95-11f0-98c2-0f7564e50896?alt=media&token=5a108e1f-3558-4ea9-abc1-b7965396f104
2025,0db16924-4f8d-49ec-bb60-e31045f67e9a,,RAI,,4,Marco,Schneider,M. Schneider,WR/P,1.7,66.93,81.0,178.57,innsbruck,AUSTRIAN,AUSTRIAN,,2001-05-28,Raiders Tirol,False,,19.04.2023,ROTY2022,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F0db16924-4f8d-49ec-bb60-e31045f67e9a?alt=media&token=3d4ff83b-3b58-40ea-9211-f544b04754ff
2025,10ddac20-0a80-11f0-8e99-513ded5a2565,,RAI,,20,Dijion,Walls,D. Walls,CB,1.87,73.62,87.0,191.8,St. Louis,AMERICAN,AMERICAN,,1999-01-13,Morningside University,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F10ddac20-0a80-11f0-8e99-513ded5a2565?alt=media&token=60655bf2-b30e-42ad-9117-9e3f71f36c43
2025,13dbeca3-7d78-4e5f-a3ff-d4a3155ec430,,RAI,,70,Tobias,Rodlauer,T. Rodlauer,OT,1.94,76.38,135.0,297.62,Klagenfurt ,AUSTRIAN,AUSTRIAN,,2000-01-01,Berlin Thunder ,True,2nd Team Allstar 2022,21.05.2024,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F13dbeca3-7d78-4e5f-a3ff-d4a3155ec430?alt=media&token=2c8d4506-4984-4df1-896c-9e213ba35409
2025,1c170d70-2caa-11ef-8c35-270269956d5d,,RAI,,14,Milan,Faby,M. Faby,CB,1.82,71.65,85.0,187.39,Trier,GERMAN,GERMAN,,2004-07-15,Salzburg Ducks,True,,20.03.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F1c170d70-2caa-11ef-8c35-270269956d5d?alt=media&token=3e1088ac-2efb-46b4-a57e-fdd12aacbce4
2025,1c967c30-de69-11ed-8beb-a7d30736740a,,RAI,,98,Diego,Paz González,D. Paz,DE,1.91,75.2,101.0,222.67,Galicia,,SPANISH,,2003-04-01,Black Demons,True,,21.03.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F1c967c30-de69-11ed-8beb-a7d30736740a?alt=media&token=f6eabaec-7cb3-456d-a81c-972164948d96
2025,1d883040-0a3e-11f0-958c-571f26769fcd,,RAI,,8,Aaron,Maddox,A. Maddox,SS,1.86,73.23,86.0,189.6,"Tucson, AZ",AMERICAN,AMERICAN,,1997-10-12,Indianapolis Colts,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F1d883040-0a3e-11f0-958c-571f26769fcd?alt=media&token=3d4e4e2a-99bc-4a08-96c6-9c91bb0d148b
