season,player_id,old_player_id,team_abv,team,player_number,player_first_name,player_last_name,player_short_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,birth_place,birth_nation,primary_nation,secondary_nation,birthdate,previous_team,is_previous_contract,all_star,updated,awards,player_headshot_url
2023,03ea1ac0-19ab-11ee-8da1-f3d3d7243700,,WPA,,2,Daniel,Bender,D. Bender,CB,1.72,67.72,82,180.78,Florida,AMERICAN,AMERICAN,,1998-08-12,Jaguars Kąty Wrocławskie,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F03ea1ac0-19ab-11ee-8da1-f3d3d7243700?alt=media&token=883d1990-22e5-495b-9e38-094dae3bc9f9
2023,0b6f53de-f781-4f80-b2f6-88198abe50bc,,WPA,,31,Szymon,Romanowski,S. Romanowski,FS,1.8,70.87,84,185.19,Wrocław,POLISH,POLISH,,2001-11-08,Panthers Wrocław,False,,22.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F0b6f53de-f781-4f80-b2f6-88198abe50bc?alt=media&token=5babcdd0-d70f-43da-8fdb-e85988b38563
2023,0c8ef606-3a0e-4672-ab91-bfe1bcedc7f5,,WPA,,18,Adrian,Gródecki,A. Grodecki,WR,1.85,72.83,81,178.57,Wrocław,POLISH,POLISH,,1998-01-06,Panthers Wroclaw,False,,21.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F0c8ef606-3a0e-4672-ab91-bfe1bcedc7f5?alt=media&token=cf86e693-4c7d-4e7d-9df3-7c4cd9f71656
2023,0e050232-477b-4b9d-80ee-0acf8e329a6b,,WPA,,87,Mateusz,Wojakiewicz,M. Wojakiewicz,TE,1.93,75.98,110,242.51,Wrocław,POLISH,POLISH,,2001-01-15,Panthers Wrocław,False,,23.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F0e050232-477b-4b9d-80ee-0acf8e329a6b?alt=media&token=4fd9517f-4735-44a4-9a9f-334966d15704
2023,1141dff0-14b5-11ee-9aea-d99f72f6cc1c,,WPA,,83,Jakob,Schridde,J. Schridde,OLB,1.87,73.62,112,246.92,Słupsk,GERMAN,GERMAN,POLISH,1992-03-14,New Yorker Lions,True,,28.06.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F1141dff0-14b5-11ee-9aea-d99f72f6cc1c?alt=media&token=c052fc10-7558-40c5-a91f-f21ff8ff12a9
2023,1814d9cf-7b98-49e4-a758-8a8942bb0938,,WPA,,46,Hubert,Ogrodowczyk,H. Ogrodowczyk,LB,1.82,71.65,107,235.89,Poznań,POLISH,POLISH,,1993-07-28,Warsaw Eagles,True,Allstar 2021,13.06.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F1814d9cf-7b98-49e4-a758-8a8942bb0938?alt=media&token=7c52bc9c-7330-49b6-8919-36b46261a627
2023,1c09aee0-b740-11ed-80a1-618cd8b571e7,,WPA,,54,Stanisław,Idziak,S. Idziak,DE,1.85,72.83,110,242.51,Poznań,,POLISH,,2004-07-30,Armia Poznań,True,,21.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F1c09aee0-b740-11ed-80a1-618cd8b571e7?alt=media&token=362c616a-3772-43f5-bbc1-de8a3579b401
2023,2429cc20-d38a-11ed-ae7f-8d1cd85277ab,,WPA,,30,Tomasz,Gajewski,T. Gajewski,TE/RB,1.84,72.44,105,231.49,Poznań,POLISH,POLISH,,1996-09-08,Armia Poznań,True,,25.05.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F2429cc20-d38a-11ed-ae7f-8d1cd85277ab?alt=media&token=dd824ed2-b906-4838-a0cf-11c1c2a2e6c2
2023,293e1a55-b769-42fb-a689-57b1e5fd7d9b,,WPA,,53,Murilo Machado,Silva,M. Silva,OG,1.87,73.62,135,297.62,Goiânia,BRAZILIAN,BRAZILIAN,,1992-07-12,Panthers Wrocław,False,Allstar 2021,5.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F293e1a55-b769-42fb-a689-57b1e5fd7d9b?alt=media&token=359a3a52-56eb-4385-9375-207d3e3bca6e
2023,2f426219-4185-4471-bf5d-9469c3fea0f2,,WPA,,,Przemysław,Banat,P. Banat,WR,1.88,74.02,85,187.39,Szczytno,POLISH,POLISH,,1997-05-24,Olsztyn Lakers,True,Allstar 2021,24.07.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F2f426219-4185-4471-bf5d-9469c3fea0f2?alt=media&token=92f4996d-749d-41b1-b021-4c4431170424
2023,31015130-22d4-4099-97c0-aa9296762cf9,,WPA,,44,Andrei,Karmakskikh,A. Karamakskikh,CB,1.82,71.65,90,198.42,Grodno,POLISH,POLISH,,1990-12-19,Warsaw Mets,True,,23.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F31015130-22d4-4099-97c0-aa9296762cf9?alt=media&token=b5847929-bc69-4787-b40a-15b3ca6667b1
2023,319d65b0-fec3-11ed-8c3e-01ae5c554907,,WPA,,,Tomasz,Osmański,T. Osmanski,CB,1.85,72.83,83,182.98,Bydgoszcz,POLISH,POLISH,,1998-09-01,Jaguars Kąty Wrocławskie,True,,2.08.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F319d65b0-fec3-11ed-8c3e-01ae5c554907?alt=media&token=28a1922a-7e60-4f5a-b953-5fe919fa9129
2023,338275b0-249c-11ee-80f3-cb572251dd4b,,WPA,,13,Jędrzej,Śmigielski,J. Smigielski,RB,1.72,67.72,89,196.21,Warszawa,POLISH,POLISH,,2003-04-10,Lowlanders Białystok,True,,26.07.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F338275b0-249c-11ee-80f3-cb572251dd4b?alt=media&token=cd14243b-0d9f-43f7-b03f-19682c7d8003
2023,3c8ca791-3896-47d9-842e-54a46f71664f,,WPA,,93,Damian,Wesołowski,D. Wesolowski,DT,1.94,76.38,125,275.58,Białystok,POLISH,POLISH,GERMAN,1989-02-23,Lowlanders Białystok,True,,24.07.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F3c8ca791-3896-47d9-842e-54a46f71664f?alt=media&token=e20f891e-dcb5-4f16-8dbe-62be6f049f68
2023,3d66e9b0-1f30-11ee-975a-f7544bbf3241,,WPA,,28,Maciej,Jabłoński,M. Jablonski,CB,1.79,70.47,80,176.37,Ostrowiec Świętokorzyski,POLISH,POLISH,,1998-02-22,Lowlanders Białystok,True,,11.07.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F3d66e9b0-1f30-11ee-975a-f7544bbf3241?alt=media&token=677e7250-8a57-41cd-8b12-14e3bad46b57
2023,4125a2c3-5a19-4746-ac5a-cdba1c33edf5,,WPA,,77,Otavio,Amorim,O. Amorim,OG,1.93,75.98,150,330.69,Rondonopolis Mato Grosso,,BRAZILIAN,,1996-10-10,Timbó Rex ,True,,1.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F4125a2c3-5a19-4746-ac5a-cdba1c33edf5?alt=media&token=092e2d6f-53b4-483e-9aca-bfd3bbe6d44e
2023,459c2089-4e47-4fdb-958b-e5c844923e92,,WPA,,19,Daniel,Piątkowski,D. Piatkowski,SS,1.87,73.62,95,209.44,Wrocław,POLISH,POLISH,,1998-10-02,Panthers Wrocław,False,,22.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F459c2089-4e47-4fdb-958b-e5c844923e92?alt=media&token=4c9eae02-c501-483e-8104-fa62cd1d18ea
2023,476efee4-c24a-42d4-a390-34864419bbac,,WPA,,17,Jakub,Wąsiel,J. Wasiel,WR,1.72,67.72,73,160.94,Wałbrzych,,POLISH,,1999-03-17,Panthers Wroclaw,False,,23.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F476efee4-c24a-42d4-a390-34864419bbac?alt=media&token=29df0221-e68a-4b88-af92-36aefe52da7d
2023,4a585390-f4f9-11ed-b811-bf99fe09b6c4,,WPA,,56,Lucas,Xavier,L. Xavier,OG,1.98,77.95,147,324.08,Belo Horizonte,,BRAZILIAN,,2000-06-19,Lipzig Kings,True,,1.08.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F4a585390-f4f9-11ed-b811-bf99fe09b6c4?alt=media&token=1a1a20c7-5afc-4ba1-ad7b-78a8a60975ef
2023,4d54d4a0-c95d-11ed-8a40-3b6fb90d1b28,,WPA,,70,Bartosz,Małek,B. Malek,OG/C,1.8,70.87,136,299.83,Wrocław,POLISH,POLISH,,2004-04-29,Panthers Wrocław,False,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F4d54d4a0-c95d-11ed-8a40-3b6fb90d1b28?alt=media&token=1ca6b889-a939-41d8-9a63-cebaecc260dc
2023,509ef69f-3744-413c-88e3-1a62872dcd1c,,WPA,,47,Antoni,Idziak,A. Idziak,MLB,1.77,69.69,93,205.03,Poznań,POLISH,POLISH,,1998-09-03,Kozły Poznań,True,,21.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F509ef69f-3744-413c-88e3-1a62872dcd1c?alt=media&token=a27c17b7-8ea8-4ad3-b6ca-979cc3d1e618
2023,529fe919-dc37-4180-bf12-42d06fb3e6b5,,WPA,,22,Dawid,Brzozowski,D. Brzozowski,RB,1.79,70.47,85,187.39,Bracciano,POLISH,POLISH,,2001-01-29,Bielawa Owls,True,,21.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F529fe919-dc37-4180-bf12-42d06fb3e6b5?alt=media&token=c72f85a3-55e3-4f95-92ce-1f43324fbd73
2023,5d860b9e-dc68-4747-bddd-a2c03854b8d5,,WPA,,35,Krzystof,Wis,K. Wis,MLB/P,1.92,75.59,100,220.46,Wrocław,POLISH,POLISH,,1988-01-16,Devils Wrocław,True,,23.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F5d860b9e-dc68-4747-bddd-a2c03854b8d5?alt=media&token=cbc6d0d3-75ce-4471-a2fc-f9ef054f926b
2023,6484af80-c974-11ed-8c77-add8914551a7,,WPA,,51,Dawid,Dzieleńdziak,D. Dzielendziak,OLB,1.86,73.23,94,207.23,Wrocław,POLISH,POLISH,,2004-02-28,Panthers Wrocław,False,,25.07.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F6484af80-c974-11ed-8c77-add8914551a7?alt=media&token=a95a3be1-1a90-49a4-8b1d-052f85d076a2
2023,73c8b17c-9102-4439-be31-5cbcf3832e7b,,WPA,,20,William,James,W. James,SS,1.8,70.87,88,194.01,Sweden,SWEDISH,SWEDISH,GERMAN,1991-11-15,Dresden,True,,24.07.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F73c8b17c-9102-4439-be31-5cbcf3832e7b?alt=media&token=b5cdefff-9bc4-4806-9952-9f7f496d126f
2023,75c87ed0-b73f-11ed-80a1-618cd8b571e7,,WPA,,34,Solomon,Brown,S. Brown,OLB,1.85,72.83,104,229.28,Clemson,,AMERICAN,,1996-06-05,Charleston Southern University,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F75c87ed0-b73f-11ed-80a1-618cd8b571e7?alt=media&token=4ee576a9-9216-4cfd-b0c1-d0279a14e62d
2023,78bb22b8-0b9c-4f09-8df5-f9303b43d920,,WPA,,9,Jan,Chmiel,J. Chmiel,OLB,1.84,72.44,104,229.28,Opole,POLISH,POLISH,,2001-07-22,Wolverines Opole,True,,21.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F78bb22b8-0b9c-4f09-8df5-f9303b43d920?alt=media&token=a6b9632d-dfef-4fae-8376-ae4fd5628d44
2023,80b9c950-1407-11ee-8bb7-b92028bdf789,,WPA,,,Jakub,Ciurkot,J. Ciurkot,K,1.91,75.2,85,187.39,Dębica,POLISH,POLISH,,2001-09-17,Jaguars Kąty Wrocławskie,True,,26.07.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F80b9c950-1407-11ee-8bb7-b92028bdf789?alt=media&token=987f3e63-896c-4a76-8723-99483058a17b
2023,82a6f6eb-cbf9-4d26-872a-9a04447b2e07,,WPA,,6,Kamil,Ruta,K. Ruta,MLB,1.87,73.62,112,246.92,Lwówek Śląski,POLISH,POLISH,,1986-04-05,The Crew Wrocław,True,,23.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F82a6f6eb-cbf9-4d26-872a-9a04447b2e07?alt=media&token=f9004312-2d72-4e83-b542-c39f1fe6ac79
2023,82da08e3-1662-47ac-b9b8-8d9d67c5a0a1,,WPA,,49,A.J.,Wentland,A.J. Wentland,LB,1.92,75.59,104,229.28,USA,AMERICAN,AMERICAN,GERMAN,1994-12-06,Dresden Monarchs,True,1st Team Allstar 2022,28.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F82da08e3-1662-47ac-b9b8-8d9d67c5a0a1?alt=media&token=79d876d2-6cac-42e5-b83f-86fbdcd4031b
2023,879a65a0-0ebb-11ee-9585-2724fc48ecf6,,WPA,,45,Mateusz,Hernacki,M. Hernacki,P,1.86,73.23,100,220.46,Poznań,POLISH,POLISH,,2004-01-30,Panthers Wrocław,False,,23.06.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F879a65a0-0ebb-11ee-9585-2724fc48ecf6?alt=media&token=84b8cdcc-cf54-4254-82dc-b309b09ab0d6
2023,888895a2-8c77-45b7-87d2-4bad3bbcc5b7,,WPA,,64,Konrad,Orzechowski,K. Orzechowski,OT,1.98,77.95,125,275.58,Białystok,POLISH,POLISH,,2002-03-08,Lowlanders Białystok,True,,22.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F888895a2-8c77-45b7-87d2-4bad3bbcc5b7?alt=media&token=9ac90319-9224-4ca8-b48f-50a04f8093d9
2023,8aa3d5e0-fb03-11ed-8614-77787a856a39,,WPA,,11,Matthew,Vitale,M. Vitale,QB,1.78,70.08,70,154.32,Pennsylvania,AMERICAN,AMERICAN,,1997-08-29,Jackson State University,True,,25.05.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F8aa3d5e0-fb03-11ed-8614-77787a856a39?alt=media&token=86f018f0-ad7f-4711-af94-c0c495088a20
2023,8ead14b0-d2d8-11ed-8af2-7729dacff20e,,WPA,,72,Jakub,Gajewski,J. Gajewski,OG,1.87,73.62,120,264.55,Płock,POLISH,POLISH,,2001-12-02,Mustangs Płock,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F8ead14b0-d2d8-11ed-8af2-7729dacff20e?alt=media&token=bf320747-494b-44d0-86b3-e3ba8d524787
2023,92e60b40-c897-11ed-b8ea-254d565fac3d,,WPA,,7,Jakub,Ałdaś,J. Aldas,K,1.87,73.62,106,233.69,Głogów,POLISH,POLISH,,1996-08-08,Panthers Wrocław,False,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F92e60b40-c897-11ed-b8ea-254d565fac3d?alt=media&token=abeb85e3-c755-445a-a5a6-dde6366fece0
2023,93092a15-cbab-40e5-8ab8-2e31c533fea9,,WPA,,65,Kamil,Piątek,K. Piatek,OG,1.86,73.23,130,286.6,Kraśnik,POLISH,POLISH,,1986-05-23,Tychy Falcons,True,,22.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F93092a15-cbab-40e5-8ab8-2e31c533fea9?alt=media&token=08b19150-8761-48fb-9a78-fb2cedc0ab3e
2023,9409208f-a338-46b0-9938-b0e0c85a7d8a,,WPA,,50,Szymon,Adamczyk,S. Adamczyk,DT,1.84,72.44,117,257.94,Jastrzębie-Zdrój,POLISH,POLISH,,1985-02-17,Devils Wroclaw,True,,21.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F9409208f-a338-46b0-9938-b0e0c85a7d8a?alt=media&token=0fc96a8e-cd87-469c-bb73-0c2de8a688be
2023,947ceb5a-f7a8-4585-8318-7c30ecda5c01,,WPA,,26,Marcin,Osumek,M. Osumek,CB,1.86,73.23,89,196.21,Częstochowa,,,,1994-12-16,Panthers Wroclaw,True,,22.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F947ceb5a-f7a8-4585-8318-7c30ecda5c01?alt=media&token=c773cab4-ee45-47f7-92ac-7b1ee6b1ffaa
2023,98283990-f4be-11ed-930d-45c26933d774,,WPA,,23,Kacper,Jaszewski,K. Jaszewski,WR,1.8,70.87,84,185.19,Wyszków,POLISH,POLISH,,2002-01-13,Rhinos Wyszków,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F98283990-f4be-11ed-930d-45c26933d774?alt=media&token=81459e0a-e0c9-46da-b22c-29fa6554eb26
2023,9bd43be4-c3bb-497f-b063-51b28053c8ea,,WPA,,57,Mateusz,Samczuk,M. Samczuk,OG,1.97,77.56,160,352.74,Białystok,POLISH,POLISH,GERMAN,1991-03-07,Lowlanders Białystok,True,,11.07.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F9bd43be4-c3bb-497f-b063-51b28053c8ea?alt=media&token=06ee0f3f-8782-4327-9883-ed52336f5d29
2023,9d506690-b742-11ed-80a1-618cd8b571e7,,WPA,,91,Oskar,Romaniuk,O. Romaniuk,DE,1.93,75.98,125,275.58,Kraków,,POLISH,,1991-09-17,Kraków Kings,True,,5.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F9d506690-b742-11ed-80a1-618cd8b571e7?alt=media&token=262d0bfd-d7e1-4fce-8118-eae781b0e199
2023,a0e59a25-39e3-4d50-87f7-1d8ba698b989,,WPA,,27,Grzegorz,Lary,G. Lary,CB,1.83,72.05,77,169.76,Wrocław,POLISH,POLISH,,1998-09-15,Devils Wrocław,True,,22.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2Fa0e59a25-39e3-4d50-87f7-1d8ba698b989?alt=media&token=896550da-07cf-4e15-8d72-bce12d0b15c2
2023,aa46ec10-1f30-11ee-9411-e54c273304d3,,WPA,,96,Marcin,Pryjma,M. Pryjma,DT,1.87,73.62,115,253.53,Wrocław,POLISH,POLISH,,1988-11-11,Jaguars Kąty Wrocławskie,True,,11.07.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2Faa46ec10-1f30-11ee-9411-e54c273304d3?alt=media&token=139a5c2a-26a1-4853-8fa2-55f115350221
2023,abc58452-4986-4903-a17d-db18c55805f5,,WPA,,29,Kamil,Kotlarz,K. Kotlarz,RB,1.75,68.9,85,187.39,Oleśnica,POLISH,POLISH,,2001-06-13,Panthers Wrocław,False,,5.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2Fabc58452-4986-4903-a17d-db18c55805f5?alt=media&token=591f3fbb-9ae4-488d-a5b5-9157d8c36a7c
2023,ad439ea0-b814-11ed-90a3-c9feb3c56700,,WPA,,4,Timi,Nuikka,T. Nuikka,ILB,1.81,71.26,95,209.44,Porvoo,,FINNISH,,2001-05-29,Porvoon Butchers,True,,17.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2Fad439ea0-b814-11ed-90a3-c9feb3c56700?alt=media&token=89947f26-1a41-4702-b092-bf1289f7fed1
2023,b13621f0-1fc4-11ee-8fc8-c56c0c83fa6f,,WPA,,8,Makenzie,Sexton,M. Sexton,QB,1.83,72.05,90,198.42,New York,AMERICAN,AMERICAN,,1999-05-25,Indiana University of Pennsylvania,True,,11.07.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2Fb13621f0-1fc4-11ee-8fc8-c56c0c83fa6f?alt=media&token=d695b694-17c5-462f-952f-b81d4f55e831
2023,b19391bf-9dea-4459-adae-30f468b83627,,WPA,,55,Rafał,Rogaczewski,R. Rogaczewski,C,1.78,70.08,120,264.55,Szczecin,POLISH,POLISH,,1991-07-31,Cougars Szczecin,True,,22.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2Fb19391bf-9dea-4459-adae-30f468b83627?alt=media&token=cac0379d-f380-4e84-b49a-26e10e5ba4f0
2023,b2927ea0-249b-11ee-80f3-cb572251dd4b,,WPA,,82,Krzysztof,Nosow,K. Nosow,WR,1.68,66.14,62,136.69,Warszawa,POLISH,POLISH,,2003-02-18,Lowlanders Białystok,True,,24.07.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2Fb2927ea0-249b-11ee-80f3-cb572251dd4b?alt=media&token=d8ea1912-4263-42ef-8466-d1ad867b7afe
2023,b37a2a8f-80b2-480b-9106-c2e94feda799,,WPA,,66,Sebastian,Kojkoł,S. Kojkol,OG,1.9,74.8,130,286.6,Białystok,POLISH,POLISH,,1997-07-31,Lowlanders Białystok,True,,22.03.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2Fb37a2a8f-80b2-480b-9106-c2e94feda799?alt=media&token=39fa26f0-ddfd-4296-a5de-c8e7b12afef8
