season,player_id,old_player_id,team_abv,team,player_number,player_first_name,player_last_name,player_short_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,birth_place,birth_nation,primary_nation,secondary_nation,birthdate,previous_team,is_previous_contract,all_star,updated,awards,player_headshot_url
2023,002103d0-da3c-11ed-a8cf-bf90b728a50c,,HVG,,33,Hendrik,Rutishauser,H. Rutishauser,SS,1.84,72.44,95,209.44,"Zurich, Switzerland",SWISS,SWISS,,2002-05-11,"Zürich Renegades, SAFV",True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F002103d0-da3c-11ed-a8cf-bf90b728a50c?alt=media&token=19cfbf8f-e80b-40be-afca-22b3bf4eb6f1
2023,083896e0-da3d-11ed-a8cf-bf90b728a50c,,HVG,,8,Moritz,Stein,M. Stein,RB,1.8,70.87,87,191.8,"Zurich, Switzerland ",SWISS,SWISS,,1994-06-05,"Bern Grizzlies, SAFV ",True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F083896e0-da3d-11ed-a8cf-bf90b728a50c?alt=media&token=e831644b-483d-4b49-9f8d-6e54bb343bc1
2023,1178c7e0-e3b4-11ed-b745-21f5d0c6720a,,HVG,,44,Fabian,Strahm,F. Strahm,LB/TE,1.85,72.83,108,238.1,"Biel, Switzerland ",SWISS,SWISS,,1994-03-28,"Bern Grizzlies, SAFV ",True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F1178c7e0-e3b4-11ed-b745-21f5d0c6720a?alt=media&token=3af3dfcf-cf29-49ff-8e38-215f061dc597
2023,11e06b30-d8af-11ed-b5d9-e59dc85e57e9,,HVG,,11,Dominic,Mischler,D. Mischler,FS/SS,1.78,70.08,86,189.6,"Biel, Switzerland",SWISS,SWISS,,1989-03-11,"Bern Grizzlies, SAFV",True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F11e06b30-d8af-11ed-b5d9-e59dc85e57e9?alt=media&token=03b53bd8-632e-451a-92f0-38318bc85bf2
2023,14e76fe0-eb56-11ed-8049-7f70774d5d50,,HVG,,31,Ludovic,Vincent,L. Vincent,OLB,1.74,68.5,85,187.39,"Morges, Switzerland",SWISS,SWISS,,1998-02-21,"Morge Bandits, SAFV",True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F14e76fe0-eb56-11ed-8049-7f70774d5d50?alt=media&token=b191c35c-e0ce-4ce5-9eed-e66da2c38c11
2023,16a2460e-2ed5-4e61-b217-59470678b8a5,,HVG,,16,Jordan,Barlow,J. Barlow,QB,1.85,72.83,97,213.85,US,AMERICAN,AMERICAN,GERMAN,1997-08-12,Bern Grizzlies,True,,15.06.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F16a2460e-2ed5-4e61-b217-59470678b8a5?alt=media&token=f5578dda-c654-4165-9f97-f4c8e8d7222d
2023,18ce42d0-eb5d-11ed-a1c8-fde0236c6231,,HVG,,36,William,Harvey,W. Harvey,FB/TE,,,,,"Evanston, IL, USA",SWISS,SWISS,AMERICAN,1999-02-05,"Thun Tigers, CH",True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F18ce42d0-eb5d-11ed-a1c8-fde0236c6231?alt=media&token=e53a089c-2f8d-4990-920f-f580ca2c468e
2023,250edcb0-d8b3-11ed-b5d9-e59dc85e57e9,,HVG,,2,Ken,Hike Jr.,K. Hike Jr.,CB/FS,1.84,72.44,84,185.19,"Decatur, Georgia USA",AMERICAN,AMERICAN,,1995-09-09,"Dresden Monarchs, GFL",True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F250edcb0-d8b3-11ed-b5d9-e59dc85e57e9?alt=media&token=2c50f84a-098b-40a8-8dab-29b1fe56045b
2023,27263624-f172-4560-a7db-63e5bcb4ee99,,HVG,,1,Maceo,Beard,M. Beard,CB/WR,1.9,74.8,90,198.42,"Paris, France",FRENCH,FRENCH,GERMAN,2000-05-12,"Berlin Thunder, ELF",True,,11.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F27263624-f172-4560-a7db-63e5bcb4ee99?alt=media&token=005edfe6-eac7-49dd-a5a4-dc383735058b
2023,34c4c3e0-d8a4-11ed-b5d9-e59dc85e57e9,,HVG,,66,Matthias,Münger,M. Muenger,C,1.83,72.05,132,291.01,"Zurich, Switzerland ",SWISS,SWISS,,1991-11-04,"Bern Grizzlies, SAFV ",True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F34c4c3e0-d8a4-11ed-b5d9-e59dc85e57e9?alt=media&token=7bfd04dd-b386-42fa-a657-f83a168b1309
