season,player_id,old_player_id,team_abv,team,player_number,player_first_name,player_last_name,player_short_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,birth_place,birth_nation,primary_nation,secondary_nation,birthdate,previous_team,is_previous_contract,all_star,updated,awards,player_headshot_url
2025,0487a580-883b-11ed-881a-d5a7dfbc10f9,,PAR,,17,Randy,Abandzounou,A. Abandzounou,DE/DT,1.95,76.77,106.0,233.69,Brazzaville,FRENCH,FRENCH,GERMAN,1999-08-13,Istanbul Rams,True,,2.06.2023,,
2025,090bc010-11e6-11ef-8d33-09a198ac6ef9,,PAR,,6,Austin,Mitchell,A. Mitchell,WR,1.95,76.77,95.0,209.44,Louisiana,,AMERICAN,,1998-09-16,Dresden Monarch,True,"['1st Team Allstar 2024','2nd Team Allstar 2024']",30.05.2024,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F090bc010-11e6-11ef-8d33-09a198ac6ef9?alt=media&token=fed8b7f2-0bed-4504-8b19-63e519f0eacd
2025,0d3a95ff-ec3d-4a9b-aee2-0730e5fea6a6,,PAR,,35,Paul,Veritas,P. Veritas,LB,1.89,74.41,105.0,231.49,ENGHEIN LES BAINS,FRENCH,FRENCH,GERMAN,1995-12-22,Black Panthers,True,,25.03.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F0d3a95ff-ec3d-4a9b-aee2-0730e5fea6a6?alt=media&token=f3a202e5-d364-4109-8630-96b18d6f7e37
2025,0f0f7fb0-f5e3-11ef-b60f-59dac477ebda,,PAR,,9,DeMarco,Artis,A. DeMarco,DE,1.9,74.8,109.0,240.3,Sanford FL,,AMERICAN,,1999-02-24,Wasa Royals,True,,8.07.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F0f0f7fb0-f5e3-11ef-b60f-59dac477ebda?alt=media&token=ce2b63fd-84e0-4384-bdd3-2b1113dd9775
2025,15b34eb0-e4f0-11ed-b5e0-3399c54346b6,,PAR,,99,Willem,Dendele,W. Dendele,DT/DE,1.83,72.05,125.0,275.58,Versailles,,FRENCH,,1997-05-08,Templiers Elancourt,True,,25.03.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F15b34eb0-e4f0-11ed-b5e0-3399c54346b6?alt=media&token=c27c74d2-c22e-449a-b0d5-896899809745
2025,1764b430-e6dd-11ed-9c47-f5fbe3e88019,,PAR,,12,Hugo,Tekedam,H. Tekedam,WR/QB,1.89,74.41,89.0,196.21,SAINT-DENIS,,FRENCH,,2002-01-05,Diables rouges Villepinte,True,,17.05.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F1764b430-e6dd-11ed-9c47-f5fbe3e88019?alt=media&token=03678d47-1e05-47e6-9275-a1d3d2b33c10
2025,2c44590e-9826-4753-9df8-54a42879c3fe,,PAR,,63,Lewis,Thomas,L. Thomas,OG/C,1.88,74.02,130.0,286.6,London,BRITISH,BRITISH,FRENCH,1998-05-04,Milano Seamen,True,"['1st Team Allstar 2022','2nd Team Allstar 2023','2nd Team Allstar 2024']",25.03.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F2c44590e-9826-4753-9df8-54a42879c3fe?alt=media&token=d1108fc2-c574-49b2-b2ea-acd9ccbe01ee
2025,3b160ad0-062d-11ef-8f0b-1f0929c0c328,,PAR,,29,Kevin ,Querido,K. Querido,SS,1.85,72.83,88.0,194.01,Monaco,,FRENCH,,2001-04-29,Aigles rouge de nice,True,,25.03.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F3b160ad0-062d-11ef-8f0b-1f0929c0c328?alt=media&token=c8fa036d-4ac7-4f5b-940a-52ed7fbb7dbd
2025,48eaf5b0-e547-11ed-a14b-e16c28c29928,,PAR,,13,Florian,Larose,F. Larose,WR,1.93,75.98,110.0,242.51,NANCY,,FRENCH,,1999-04-10,Flash La Courneuve,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F48eaf5b0-e547-11ed-a14b-e16c28c29928?alt=media&token=83a55b31-892b-42e6-9f94-f55f8e15da6f
2025,4db7390f-fab1-4eee-b288-696eaec5f4f2,,PAR,,14,Cheikhou,Sow,C. Sow,WR,1.76,69.29,80.0,176.37,diaguily,FRENCH,FRENCH,,1998-10-09,Frankfurt Galaxy,True,,2.06.2023,,
2025,527d541a-5b30-44b8-a6ed-b17129aa2f4b,,PAR,,1,Anthony,Mahoungou,A. Mahoungou,WR,1.93,75.98,98.0,216.05,Drancy,FRENCH,FRENCH,,1994-02-12,Ottawa Redblacks,True,"['Allstar 2021', '1st Team Allstar 2023']",25.03.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F527d541a-5b30-44b8-a6ed-b17129aa2f4b?alt=media&token=1b0ef162-03eb-4739-9b02-8262687a7adf
2025,557810b0-565b-11f0-8401-5d881e286dd1,,PAR,,28,Yanis,Polin,Y. Polin,RB,,,,,"Rambouillet, France",FRENCH,FRENCH,,2000-03-31,Cannes Iron Mask,True,,,,
2025,5739d580-e409-11ed-852e-057153526ee0,,PAR,,41,Davidson ,Larochel,D. Larochel,OLB,1.8,70.87,95.0,209.44,CAYENNE,,FRENCH,,1996-09-06,Flash La Courneuve,True,,25.03.2025,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F5739d580-e409-11ed-852e-057153526ee0?alt=media&token=5824af25-f393-4c83-8aff-1e3f50f87921
