season,player_id,old_player_id,team_abv,team,player_number,player_first_name,player_last_name,player_short_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,birth_place,birth_nation,primary_nation,secondary_nation,birthdate,previous_team,is_previous_contract,all_star,updated,awards,player_headshot_url
2024,0487a580-883b-11ed-881a-d5a7dfbc10f9,,PAR,,17,Randy,Abandzounou,A. Abandzounou,DE/DT,1.95,76.77,106,233.69,Brazzaville,FRENCH,FRENCH,GERMAN,1999-08-13,Istanbul Rams,True,,2.06.2023,,
2024,086f2940-e49b-11ed-874c-f15ceecebf1a,,PAR,,16,Ibel,Ahidazan,I. Ahidazan,CB,,,,,LYON,,FRENCH,,1996-08-19,BERLIN,True,,30.05.2024,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F086f2940-e49b-11ed-874c-f15ceecebf1a?alt=media&token=1287554e-5c7c-4603-ab64-5235d4e1db2a
2024,090bc010-11e6-11ef-8d33-09a198ac6ef9,,PAR,,6,Austin,Mitchell,A. Mitchell,WR,,,,,Louisiana,,AMERICAN,,1998-09-16,Dresden Monarch,True,,30.05.2024,,
2024,0ba733b2-60dc-42d4-8b8c-9691171092fb,,PAR,,68,Pollys Junio,Sacramento,P. Sacramento,OG,1.93,75.98,135,297.62,Brazil,BRAZILIAN,BRAZILIAN,GERMAN,1997-11-14,.,True,,30.05.2024,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F0ba733b2-60dc-42d4-8b8c-9691171092fb?alt=media&token=ee03829a-034e-41ff-8c19-e948a25fc869
2024,0d3a95ff-ec3d-4a9b-aee2-0730e5fea6a6,,PAR,,35,Paul,Veritas,P. Veritas,LB,1.89,74.41,105,231.49,ENGHEIN LES BAINS,FRENCH,FRENCH,GERMAN,1995-12-22,Black Panthers,True,,26.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F0d3a95ff-ec3d-4a9b-aee2-0730e5fea6a6?alt=media&token=cfaef0c5-402d-433a-ade0-2083c2caaf9c
2024,0df5cb60-062a-11ef-b908-532ceaefd50a,,PAR,,,Jordan,Avissey,J. Avissey,DT,,,,,lomé,,FRENCH,,1997-03-30,Chevaliers d'orléans,True,,,,
2024,10249570-062e-11ef-96c6-399d75ab3cb3,,PAR,,,Lucas,Frissong,L. Frissong,K,,,,,Monaco,,FRENCH,,2003-05-21,non,True,,,,
2024,148fc4e0-e401-11ed-93a9-c7a76bac9918,,PAR,,40,Djilan,Eustache,D. Eustache,OLB,,,,,MELUN,,FRENCH,,1999-04-26,Flash La Courneuve,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F148fc4e0-e401-11ed-93a9-c7a76bac9918?alt=media&token=8fa8ea9d-9afb-4830-b5dc-f631df8845d5
2024,15b34eb0-e4f0-11ed-b5e0-3399c54346b6,,PAR,,99,Willem,Dendele,W. Dendele,DT/DE,,,,,Versailles,,FRENCH,,1997-05-08,Templiers Elancourt,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F15b34eb0-e4f0-11ed-b5e0-3399c54346b6?alt=media&token=57422b1f-f325-42ea-8e0b-234d9c1dd47b
2024,1764b430-e6dd-11ed-9c47-f5fbe3e88019,,PAR,,12,Hugo,Tekedam,H. Tekedam,QB,1.89,74.41,89,196.21,SAINT-DENIS,,FRENCH,,2002-01-05,Diables rouges Villepinte,True,,17.05.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F1764b430-e6dd-11ed-9c47-f5fbe3e88019?alt=media&token=03678d47-1e05-47e6-9275-a1d3d2b33c10
2024,24896c29-b175-43a4-a728-164880cb664b,,PAR,,2,Jason Rilwann,Aguemon,J. Aguemon,RB,1.79,70.47,93,205.03,VENISSIEUX,FRENCH,FRENCH,,1992-04-14,Rhein Fire,True,,1.05.2023,,
2024,27263624-f172-4560-a7db-63e5bcb4ee99,,PAR,,7,Maceo,Beard,M. Beard,CB/WR,1.9,74.8,90,198.42,"Paris, France",FRENCH,FRENCH,GERMAN,2000-05-12,"Berlin Thunder, ELF",True,1st Team Allstar 2023,30.05.2024,DPOY2023,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F27263624-f172-4560-a7db-63e5bcb4ee99?alt=media&token=005edfe6-eac7-49dd-a5a4-dc383735058b
2024,29b9c6d9-dbbe-4c6e-b9a5-d2b6faafebcc,,PAR,,90,Vincent,Buffet,V. Buffet,DE/DT,1.89,74.41,120,264.55,Lillebonne,,FRENCH,,1991-11-21,BERLIN,True,Allstar 2021,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F29b9c6d9-dbbe-4c6e-b9a5-d2b6faafebcc?alt=media&token=d1b66d54-f6ac-4b63-bf2c-c787096fc534
2024,2c44590e-9826-4753-9df8-54a42879c3fe,,PAR,,63,Lewis,Thomas,L. Thomas,C/OG,1.88,74.02,130,286.6,,BRITISH,BRITISH,FRENCH,1998-05-04,,,"['1st Team Allstar 2022','2nd Team Allstar 2023']",,,
2024,3b160ad0-062d-11ef-8f0b-1f0929c0c328,,PAR,,29,Kevin ,Querido,K. Querido,SS,,,,,Monaco,,FRENCH,,2001-04-29,Aigles rouge de nice,True,,30.05.2024,,
2024,3bbffb53-7bf9-4e54-974f-ca25fc375038,,PAR,,1,Zachary,Edwards,Z. Edwards,QB,1.93,75.98,100,220.46,Minnesota,AMERICAN,AMERICAN,,1998-02-26,Barcelona Dragons,True,2nd Team Allstar 2022,23.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F3bbffb53-7bf9-4e54-974f-ca25fc375038?alt=media&token=2149b4e3-b659-4b66-8c3f-e18f68a01afe
2024,48eaf5b0-e547-11ed-a14b-e16c28c29928,,PAR,,13,Florian,Larose,F. Larose,WR,,,,,NANCY,,FRENCH,,1999-04-10,Flash La Courneuve,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F48eaf5b0-e547-11ed-a14b-e16c28c29928?alt=media&token=83a55b31-892b-42e6-9f94-f55f8e15da6f
2024,49c55950-1abf-11ee-9f52-25ed60425b7e,,PAR,,92,Ali,Hayek,A. Hayek,DE/DT,,,,,"Montpelleier, France",FRENCH,FRENCH,,2000-09-01,N/A,True,,30.05.2024,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F4a0c4d60-1abf-11ee-9f52-25ed60425b7e?alt=media&token=a040073e-33c4-4194-9246-93338541a9db
2024,4db7390f-fab1-4eee-b288-696eaec5f4f2,,PAR,,14,Cheikhou,Sow,C. Sow,WR,1.76,69.29,80,176.37,diaguily,FRENCH,FRENCH,,1998-10-09,Frankfurt Galaxy,True,,2.06.2023,,
2024,527d541a-5b30-44b8-a6ed-b17129aa2f4b,,PAR,,11,Anthony,Mahoungou,A. Mahoungou,WR,1.93,75.98,98,216.05,Drancy,FRENCH,FRENCH,,1994-02-12,Ottawa Redblacks,True,"['Allstar 2021', '1st Team Allstar 2023']",30.05.2024,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F527d541a-5b30-44b8-a6ed-b17129aa2f4b?alt=media&token=58a505d5-a978-43b7-9481-f399cb739177
2024,527f7570-0a8f-11ee-90b2-09ecdf48f78a,,PAR,,91,Yohan,Bique,Y. Bique,DT,,,,,Meaux,,FRENCH,,1994-07-21,Reims,True,,19.07.2023,,
2024,56392cd0-062c-11ef-9242-bf9c8cfbeebb,,PAR,,0,Chandler,Jones,C. Jones,CB,,,,,Miramar,,AMERICAN,,2000-04-02,Louisville,True,,30.05.2024,,
2024,5739d580-e409-11ed-852e-057153526ee0,,PAR,,41,Davidson ,Larochel,D. Larochel,CB,,,,,CAYENNE,,FRENCH,,1996-09-06,Flash La Courneuve,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F5739d580-e409-11ed-852e-057153526ee0?alt=media&token=2d64ff18-c307-4d14-a8da-003f385e347a
2024,5bddfe30-e482-11ed-96e8-e75902eae0e1,,PAR,,23,Khefil,Osseni,K. Osseni,CB,,,,,COTONOU,,FRENCH,,1995-12-13,Flash La Courneuve,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F5bddfe30-e482-11ed-96e8-e75902eae0e1?alt=media&token=444ab8c2-d23a-425a-bd94-7d46722c2b64
2024,6c210f26-de05-45ef-91f0-6bfa669e780d,,PAR,,5,Rémi,Bertellin,R. Bertellin,WR,,,0,,PARIS,,,,1994-02-09,Black Panthers,True,Allstar 2021,27.04.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F6c210f26-de05-45ef-91f0-6bfa669e780d?alt=media&token=3fb50d11-14f9-4263-9d9b-5268bc3b0706
2024,7786881b-fb82-45d1-a377-7795ea4bc0ff,,PAR,,21,Jean-Charles,Moukouri,J. Moukouri,RB,1.8,70.87,102,224.87,Paris,FRENCH,FRENCH,GERMAN,1994-06-15,FLASH,True,,30.05.2024,,
2024,78dc12b0-e5ea-11ed-86dd-19b89e2551ed,,PAR,,72,Wally-Molla,Camara,W. Camara,OG/C,,,,,MELUN,,FRENCH,,1998-03-05,Myrmidons Savigny le temple,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F78dc12b0-e5ea-11ed-86dd-19b89e2551ed?alt=media&token=b167212d-d4de-4944-ae82-a6ffe80f1121
2024,7a451bf0-0629-11ef-a607-9101b15059ca,,PAR,,75,Laïc,Vontie,L. Vontie,OT,,,,,Saint-Laurent-du-maroni,,FRENCH,,2001-06-27,Lion bordeaux ,True,,30.05.2024,,
2024,7bdaa820-11f2-11ef-8693-77789312f26c,,PAR,,,Saoui,Elyes,S. Elyes,OG,,,,,Nice,,FRENCH,,2002-04-10,Postdam,True,,,,
2024,869f8e42-6355-4168-be49-a8324452705b,,PAR,,36,Maxime,Roger,M. Roger,CB/FS,1.75,68.9,80,176.37,Paris,FRENCH,FRENCH,GERMAN,1996-07-10,Tirol Raiders,True,,25.04.2023,,
2024,8d9e1590-e306-11ed-9ea6-df026df9b187,,PAR,,97,Averdié,Mizius,A. Mizius,DT,,,,,SAINT-DENIS,,FRENCH,,1993-10-10,Flash La Courneuve,True,,,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F8d9e1590-e306-11ed-9ea6-df026df9b187?alt=media&token=bcab5989-0b57-427e-b92d-c2f95666f7d3
2024,94c50580-e2a3-11ed-bc18-8bb61555f0c8,,PAR,,50,Nabil ,Marzougui,N. Marzougui,C/OG,,,,,CORBEIL,,FRENCH,,1991-06-14,Meteores,True,,30.05.2024,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2F94c50580-e2a3-11ed-bc18-8bb61555f0c8?alt=media&token=4e5408d3-a88a-4337-a9bf-041b24a82179
2024,9ae700e0-062d-11ef-9909-95041530b58c,,PAR,,27,Maeric,Achiepi,M. Achiepi,CB,,,,,Evry-courcouronnes,,FRENCH,,1993-01-13,Corsair evry,True,,30.05.2024,,
2024,a79f7bd9-8b45-4206-b9ac-86fd920113c1,,PAR,,81,Kevin,Mwamba,K. Mwamba,TE,1.87,73.62,118,260.15,Paris,FRENCH,FRENCH,,1992-10-08,Frankfurt Galaxy,True,,30.05.2024,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2Fa79f7bd9-8b45-4206-b9ac-86fd920113c1?alt=media&token=3c7faee7-9449-4b52-b137-f54fde3de6ee
2024,a97cc754-b58a-4edb-8eff-c2f4134a472f,,PAR,,98,Edwin,Elio,E. Elio,DT,1.81,71.26,130,286.6,Lyon,FRENCH,FRENCH,,1996-05-07,Barcelona Dragons,True,,1.05.2023,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2Fa97cc754-b58a-4edb-8eff-c2f4134a472f?alt=media&token=b3f3b195-8d14-44c4-b262-ff101764e062
2024,ad047a73-d11e-42fd-b3fe-0500271ee6d7,,PAR,,77,Toby,Lettman,T. Lettman,OT/OG,1.99,78.35,137,302.03,London,BRITISH,BRITISH,GERMAN,1994-12-31,Vienna Vikings,True,,30.05.2024,,https://firebasestorage.googleapis.com/v0/b/leaguetool-dfc3d.appspot.com/o/Images%2FPlayer%2Fad047a73-d11e-42fd-b3fe-0500271ee6d7?alt=media&token=b61c7d57-02b2-4636-831a-d8a14d8e2eef
